;name;salary_from;salary_to;currency;experience;schedule;schedule;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1689;Data инженер;;;;От 1 года до 3 лет;Полный день;Полный день;Python;SQL;Oracle Pl/SQL;Linux;Git;;;;;;;;;;;;;;;;;;;;;;;;;
1691;Специалист по информационной безопасности (Python);;;;От 1 года до 3 лет;Полный день;Полный день;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1695;Data инженер (ML);;;;От 1 года до 3 лет;Удаленная работа;Удаленная работа;Hadoop;SQL;Git;Spark;;;;;;;;;;;;;;;;;;;;;;;;;;
1697;Data Scientist;;;;От 1 года до 3 лет;Полный день;Полный день;Python;PyTorch;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1698;ML Engineer (Маркетинг AI);;;;От 1 года до 3 лет;Полный день;Полный день;Базы данных;Python;Git;SQL;;;;;;;;;;;;;;;;;;;;;;;;;;
1706;Data Engineer (VK Cloud);;;;От 1 года до 3 лет;Полный день;Полный день;Python;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1711;Data Analyst (DA)/Data Engineer (DE);;;;От 1 года до 3 лет;Полный день;Полный день;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1712;Python-разработчик;;;;От 1 года до 3 лет;Полный день;Полный день;Python;Django Framework;Разработка ПО;Ориентация на результат;;;;;;;;;;;;;;;;;;;;;;;;;;
1713;Data Engineer / ETL разработчик (Airflow);;;;От 1 года до 3 лет;Полный день;Полный день;Spark;Python;SQL;AirFlow;S3;PostgreSQL;MongoDB;ClickHouse;;;;;;;;;;;;;;;;;;;;;;
1719;Инженер-программист, алгоритмист;;;;От 1 года до 3 лет;Полный день;Полный день;Python;ASIC;FPGA;DSP;FEC;C/C++;разработка цифровых схем;Coding Theory;LDPC;BCH;Turbo-Codes;Fixed-Point optimization;Parallel Computing;Genetic optimization;Greedy optimization;алгоритмы помехоустойчивого кодирования;алгоритмы дискретной оптимизации;;;;;;;;;;;;;
1720;Data engineer;;;;От 1 года до 3 лет;Полный день;Полный день;Hadoop;Spark;Python;SQL;SCALA;;;;;;;;;;;;;;;;;;;;;;;;;
1722;Разработчик SQL;;;;От 1 года до 3 лет;Полный день;Полный день;SQL;MS SQL;Python;PostgreSQL;Linux;;;;;;;;;;;;;;;;;;;;;;;;;
1727;Data engineer;;;;От 1 года до 3 лет;Полный день;Полный день;SQL;Python;Java;Linux;SCALA;;;;;;;;;;;;;;;;;;;;;;;;;
1728;Python Developer Центр HR TECH (Проект Цифровой Ассистент);;;;От 1 года до 3 лет;Удаленная работа;Удаленная работа;Python;Django Framework;PostgreSQL;Git;RabbitMQ;;;;;;;;;;;;;;;;;;;;;;;;;
1731;Middle/Senior Data Engineer в Sber AI Lab;;;;От 1 года до 3 лет;Полный день;Полный день;SQL;Python;PostgreSQL;Linux;Java;Алгоритмически базис;Pandas;NumPy;ML;;;;;;;;;;;;;;;;;;;;;
1736;Аналитик данных (Data Office);;;;От 1 года до 3 лет;Полный день;Полный день;SQL;Python;Математическая статистика;BI;Аналитика;;;;;;;;;;;;;;;;;;;;;;;;;
1738;Data Engineer;;;;От 1 года до 3 лет;Удаленная работа;Удаленная работа;Apache NiFi;Groovy;Python;Linux;;;;;;;;;;;;;;;;;;;;;;;;;;
1740;Data Scientist;;;;От 1 года до 3 лет;Полный день;Полный день;Python;Spark;Математическая статистика;SQL;Linux;;;;;;;;;;;;;;;;;;;;;;;;;
1742;Middle Python Developer в команду Data Catalog, платформа ML Space;;;;От 1 года до 3 лет;Полный день;Полный день;Spark;Python;PostgreSQL;Hadoop;ClickHouse;Kubernetes;Docker;Big Data;Kafka;golang;;;;;;;;;;;;;;;;;;;;
1746;Middle Python Developer в команду Data Catalog, платформа ML Space;;;;От 1 года до 3 лет;Полный день;Полный день;Spark;Python;PostgreSQL;Hadoop;ClickHouse;Kubernetes;Docker;Big Data;Kafka;golang;;;;;;;;;;;;;;;;;;;;
1747;Data engineer (middle);;;;От 1 года до 3 лет;Полный день;Полный день;Python;Linux;SQL;PostgreSQL;Grafana;;;;;;;;;;;;;;;;;;;;;;;;;
1748;Python Developer (to Serbia/Cyprus);;;;От 1 года до 3 лет;Полный день;Полный день;Python;Django Framework;Английский язык;;;;;;;;;;;;;;;;;;;;;;;;;;;
1749;NLP - Разработчик;;;;От 1 года до 3 лет;Полный день;Полный день;PyTorch;Python;CUDA;Deep Learning;NLP;;;;;;;;;;;;;;;;;;;;;;;;;
1750;Инженер по автоматизации тестирования/Test automation engineer (Python);;;;От 1 года до 3 лет;Гибкий график;Гибкий график;Python;Git;Linux;Jenkins;Английский язык;;;;;;;;;;;;;;;;;;;;;;;;;
1751;Ведущий ГИС разработчик;;;;От 1 года до 3 лет;Удаленная работа;Удаленная работа;Python;PostgreSQL;ArcGIS;SQL;Pandas;Базы данных;NoSQL БД;RabbitMQ;Flask;PostGIS;;;;;;;;;;;;;;;;;;;;
1752;SRE Engineer/DevOps (Remote);;250000.0;RUR;От 1 года до 3 лет;Удаленная работа;Удаленная работа;Linux;Docker;MySQL;Python;CI/CD;;;;;;;;;;;;;;;;;;;;;;;;;
1753;Data Analyst (Аналитик данных);;;;От 1 года до 3 лет;Полный день;Полный день;Python;Tableau;SQL;Анализ данных;Математическая статистика;;;;;;;;;;;;;;;;;;;;;;;;;
1754;Data Engineer;;;;От 1 года до 3 лет;Удаленная работа;Удаленная работа;Python;Linux;Git;PostgreSQL;Django Framework;;;;;;;;;;;;;;;;;;;;;;;;;
1756;Python разработчик (удаленно);;;;От 1 года до 3 лет;Удаленная работа;Удаленная работа;Python;FastAPI;Redis;RabbitMQ;PostgreSQL;;;;;;;;;;;;;;;;;;;;;;;;;
1757;DevOps инженер, pre-middle;;;;От 1 года до 3 лет;Удаленная работа;Удаленная работа;Основы компьютерных сетей;Linux;Ubuntu;Python;Git;Docker;Kubernetes;Администрирование серверов;;;;;;;;;;;;;;;;;;;;;;
1761;Ведущий ГИС разработчик;;;;От 1 года до 3 лет;Удаленная работа;Удаленная работа;Python;PostgreSQL;ArcGIS;SQL;Pandas;Базы данных;NoSQL БД;RabbitMQ;Flask;PostGIS;;;;;;;;;;;;;;;;;;;;
1762;Data Analyst (Аналитик данных);;;;От 1 года до 3 лет;Полный день;Полный день;Python;Tableau;SQL;Анализ данных;Математическая статистика;;;;;;;;;;;;;;;;;;;;;;;;;
1764;SRE Engineer/DevOps (Remote);;250000.0;RUR;От 1 года до 3 лет;Удаленная работа;Удаленная работа;Linux;Docker;MySQL;Python;CI/CD;;;;;;;;;;;;;;;;;;;;;;;;;
1765;Middle Python backend developer (ML Space AI Cloud);;;;От 1 года до 3 лет;Полный день;Полный день;Backend;Middle;Kubernetes;Python;Linux;Golang;AI;;;;;;;;;;;;;;;;;;;;;;;
1769;Data engineer (направление предиктивной аналитики);;;;От 1 года до 3 лет;Полный день;Полный день;Python;Hadoop;data engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;
1775;Data Scientist в команду лояльности СберСпасибо;;;;От 1 года до 3 лет;Полный день;Полный день;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1781;Ведущий ГИС разработчик;;;;От 1 года до 3 лет;Удаленная работа;Удаленная работа;Python;PostgreSQL;ArcGIS;SQL;Pandas;Базы данных;NoSQL БД;RabbitMQ;Flask;PostGIS;;;;;;;;;;;;;;;;;;;;
1786;Аналитик данных (Рекламные технологии);;;;От 1 года до 3 лет;Полный день;Полный день;Python;SQL;MS Excel;Big Data;Анализ данных;Аналитика;Hadoop;;;;;;;;;;;;;;;;;;;;;;;
1787;QA Automation Engineer (Python);;;;От 1 года до 3 лет;Полный день;Полный день;QA;Automation;Python;Linux;Go;Jenkins;;;;;;;;;;;;;;;;;;;;;;;;
1791;DevOps инженер;;;;От 1 года до 3 лет;Полный день;Полный день;Linux;Python;Jenkins;Bash;Git;;;;;;;;;;;;;;;;;;;;;;;;;
1794;Fullstack-разработчик (VK Data office);;;;От 1 года до 3 лет;Полный день;Полный день;Python;JavaScript;Linux;Django Framework;react;;;;;;;;;;;;;;;;;;;;;;;;;
1796;Data Scientist;;;;От 1 года до 3 лет;Полный день;Полный день;Python;Linux;Spark;Английский язык;SQL;Big Data;;;;;;;;;;;;;;;;;;;;;;;;
1797;QA Automation Engineer (Python);;;;От 1 года до 3 лет;Полный день;Полный день;QA;Automation;Python;Linux;Go;Jenkins;;;;;;;;;;;;;;;;;;;;;;;;
1800;SRE Engineer/DevOps (Remote);;250000.0;RUR;От 1 года до 3 лет;Удаленная работа;Удаленная работа;Linux;Docker;MySQL;Python;CI/CD;;;;;;;;;;;;;;;;;;;;;;;;;
1801;ML Engineer (инженер машинного обучения);120000.0;;RUR;От 1 года до 3 лет;Полный день;Полный день;Python;Git;Docker;PostgreSQL;PyTorch;C++;Linux;;;;;;;;;;;;;;;;;;;;;;;
1802;Эксперт (SQL, Python) в отдел разработки систем принятия кредитного решения;;;;От 1 года до 3 лет;Полный день;Полный день;Разработка стратегий принятия решений;FICO;PowerCurve;Анализ данных;Python;SQL;ООП;Базы данных;кредитные риски;;;;;;;;;;;;;;;;;;;;;
1803;Data Engineer (Middle+);;;;От 1 года до 3 лет;Полный день;Полный день;SQL;Python;Spark;;;;;;;;;;;;;;;;;;;;;;;;;;;
1804;Ведущий разработчик в области компьютерного зрения;;;;От 1 года до 3 лет;Полный день;Полный день;Python;Keras;SQL;PyTorch;Pandas;;;;;;;;;;;;;;;;;;;;;;;;;
1805;DevOps инженер (Junior);;;;От 1 года до 3 лет;Полный день;Полный день;Python;Git;Docker;SQL;;;;;;;;;;;;;;;;;;;;;;;;;;
1810;Data Analyst (Game);;;;От 1 года до 3 лет;Полный день;Полный день;Python;SQL;MS PowerPoint;Анализ данных;;;;;;;;;;;;;;;;;;;;;;;;;;
1812;Программист;60000.0;;RUR;От 1 года до 3 лет;Полный день;Полный день;MS SQL;PHP;Python;;;;;;;;;;;;;;;;;;;;;;;;;;;
1813;ML инженер (направление разработки программных инструментов MLOps/ModelOps);;;;От 1 года до 3 лет;Полный день;Полный день;Python;SQL;ML;;;;;;;;;;;;;;;;;;;;;;;;;;;
1815;Deep Learning Engineer (Маруся);;;;От 1 года до 3 лет;Полный день;Полный день;Python;MATLAB;C++;Linux;SQL;DL;ASR;TTS;;;;;;;;;;;;;;;;;;;;;;
